timestamp,document_no,vendor_no,vendor_invoice_no,status,error
2025-05-19T16:55:39.837737,FCA25000662,228001579,FR ATSIRE01FR/15,P,
2025-05-19T16:56:43.235413,FCA25000662,228001579,FR ATSIRE01FR/15,P,
2025-05-19T16:56:43.392563,FCA25000663,204185599,FR ATSIRE01FR/15,P,
2025-05-19T16:57:46.839059,FCA25000663,204185599,FR ATSIRE01FR/15,P,
2025-05-19T16:57:46.989620,FCA25000664,233187588,FR ATSIRE01FR/15,P,
2025-05-19T16:58:46.360187,FCA25000664,233187588,FR ATSIRE01FR/15,P,
2025-05-19T16:58:46.495792,FCA25000665,240421671,FR ATSIRE01FR/15,P,
2025-05-19T16:59:45.995746,FCA25000665,240421671,FR ATSIRE01FR/15,P,
2025-05-19T16:59:46.208481,FCA25000666,295601230,FR ATSIRE01FR/15,P,
2025-05-19T17:00:47.451658,FCA25000666,295601230,FR ATSIRE01FR/15,P,
2025-05-19T17:00:47.603287,FCA25000667,215789580,FR ATSIRE01FR/19,P,
2025-05-19T17:01:45.612343,FCA25000667,215789580,FR ATSIRE01FR/19,P,
2025-05-19T17:01:45.729830,FCA25000668,227495004,FR ATSIRE01FR/15,P,
2025-05-19T17:02:42.814654,FCA25000668,227495004,FR ATSIRE01FR/15,P,
2025-05-19T17:02:42.921215,FCA25000669,241542570,FR ATSIRE01FR/15,P,
2025-05-19T17:03:39.032142,FCA25000669,241542570,FR ATSIRE01FR/15,P,
2025-05-19T17:03:39.131345,FCA25000670,196906300,FR ATSIRE01FR/26,P,
2025-05-19T17:04:35.211248,FCA25000670,196906300,FR ATSIRE01FR/26,P,
2025-05-19T17:04:35.343971,FCA25000671,203925297,FR ATSIRE01FR/15,P,
2025-05-19T17:05:33.206102,FCA25000671,203925297,FR ATSIRE01FR/15,P,
2025-05-19T17:05:33.320309,FCA25000672,263447260,FR ATSIRE01FR/19,P,
2025-05-19T17:06:29.592855,FCA25000672,263447260,FR ATSIRE01FR/19,P,
2025-05-19T17:06:29.734994,FCA25000673,242318266,FR ATSIRE01FR/15,P,
2025-05-19T17:07:26.868913,FCA25000673,242318266,FR ATSIRE01FR/15,P,
2025-05-19T17:07:26.988777,FCA25000674,191994987,FR ATSIRE01FR/32,P,
2025-05-19T17:08:24.537160,FCA25000674,191994987,FR ATSIRE01FR/32,P,
